,document_id,document_text,entity,gold_answer
20,ru-1139,"15:10 Новым главой МИД Великобритании стал экс-министр здравоохранения Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Читать далее. . Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Он — один из долгожителей кабинета, работает уже в четвертом составе. Ранее руководил Минздравом. У Ханта репутация человека, который всегда держит нос по ветру, но результаты его работы плачевные. Так в январе этого года врачи десятков отделений скорой помощи по всей стране даже вынуждены были пожаловаться премьер-министру. Они писали, что пациенты часами ждут помощи, и многие из-за этого «преждевременно уходят из жизни прямо в больничных коридорах». Сразу же после своего назначения Хант заявил, что необходимо поддержать Терезу Мэй в переговорах с Евросоюзом по вопросу брекзита. Напомним, что причиной отставки Бориса Джонсона, а до него и главы профильного министерства Дэвида Дэвиса, стало именно их несогласие с позицией главы кабинета министров. Тереза Мэй договорилась, к примеру, создать зону свободной торговли с ЕС, что прямо противоречит самой идее выхода Британии из Европейского союза.",брекзит,EVT
21,ru-1139,"15:10 Новым главой МИД Великобритании стал экс-министр здравоохранения Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Читать далее. . Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Он — один из долгожителей кабинета, работает уже в четвертом составе. Ранее руководил Минздравом. У Ханта репутация человека, который всегда держит нос по ветру, но результаты его работы плачевные. Так в январе этого года врачи десятков отделений скорой помощи по всей стране даже вынуждены были пожаловаться премьер-министру. Они писали, что пациенты часами ждут помощи, и многие из-за этого «преждевременно уходят из жизни прямо в больничных коридорах». Сразу же после своего назначения Хант заявил, что необходимо поддержать Терезу Мэй в переговорах с Евросоюзом по вопросу брекзита. Напомним, что причиной отставки Бориса Джонсона, а до него и главы профильного министерства Дэвида Дэвиса, стало именно их несогласие с позицией главы кабинета министров. Тереза Мэй договорилась, к примеру, создать зону свободной торговли с ЕС, что прямо противоречит самой идее выхода Британии из Европейского союза.",Великобритания,LOC
22,ru-1139,"15:10 Новым главой МИД Великобритании стал экс-министр здравоохранения Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Читать далее. . Министерство иностранных дел Великобритании возглавил человек, который прежде ни дня не занимался внешней политикой. Вместо ушедшего со скандалом Бориса Джонсона, который накануне обвинил Терезу Мэй в том, что она фактически ведет Великобританию к статусу колонии, МИД возглавит Джереми Хант. Он — один из долгожителей кабинета, работает уже в четвертом составе. Ранее руководил Минздравом. У Ханта репутация человека, который всегда держит нос по ветру, но результаты его работы плачевные. Так в январе этого года врачи десятков отделений скорой помощи по всей стране даже вынуждены были пожаловаться премьер-министру. Они писали, что пациенты часами ждут помощи, и многие из-за этого «преждевременно уходят из жизни прямо в больничных коридорах». Сразу же после своего назначения Хант заявил, что необходимо поддержать Терезу Мэй в переговорах с Евросоюзом по вопросу брекзита. Напомним, что причиной отставки Бориса Джонсона, а до него и главы профильного министерства Дэвида Дэвиса, стало именно их несогласие с позицией главы кабинета министров. Тереза Мэй договорилась, к примеру, создать зону свободной торговли с ЕС, что прямо противоречит самой идее выхода Британии из Европейского союза.",Европейский союз,LOC
23,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Джозеф Блэк,PER
24,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Ангела Меркель,PER
25,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Кристин Лагард,PER
26,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Доминик Рааб,PER
27,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Дэвид Дэвис,PER
28,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Тереза Мэй,PER
29,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Международный Валютный Фонд,ORG
30,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Apple,ORG
31,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Google,ORG
32,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Alibaba,ORG
33,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Международный Экономический Форум,EVT
34,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Brexit,EVT
35,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Давос,LOC
36,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",США,LOC
37,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Германия,LOC
38,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Британия,LOC
39,ru-1022,"В Британии назначили нового министра по Brexit. . Новым министром Великобритании по выходу страны из Европейского Союза (Brexit) назначен 44-летний Доминик Рааб. Об этом в понедельник, 9 июля, сообщает пресс-служба британского правительства. Отмечено, что Рааб с января этого года занимал пост министра жилищного строительства, а до этого был министром юстиции. Он является членом правящей Консервативной партии. Напомним, должность оказалась вакантной с позднего вечера 8 июля, когда в отставку подал занимавший эту должность с начала процедуры выхода Дэвид Дэвис. Свое решение он объяснил несогласием с позицией правительства во главе с премьером Терезой Мэй. По словам Дэвиса, кабинет в переговорах с Евросоюзом идет на слишком большое число уступок. Отставка Дэвиса состоялась на следующий день после встречи всего правительства в загородной резиденции британского премьера, где все члены кабинета договорились поддержать правительственный план по выходу из ЕС. Однако, как пояснил Дэвис после отставки, его этот план не устроил, поэтому он и решил подать в отставку. Новости от Корреспондент.net в Telegram. Подписывайтесь на наш канал https://t.me/korrespondentnet. Источник: korrespondent.net Подпишитесь на наш канал в telegram",Европейский Союз,LOC
